
+------+---------------+---------------------------------+---------------------+---------------------+----------------------+--------------+--------------+------------+--------------+-----------+-----------------+-------------------+
|  ID  | transactionId |       recipientsXNAddress       | recipientsXM8UserId |        stamp        |  CONTROL_POINT_type  | CONTACT_type | contact_name | PHONE_type |    number    | extension |   claimNumber   | origTransactionId |
| None |    006RG6V    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:08:43 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  005043957-8-X  |        None       |
| None |    0072MJF    |          XACTNET.QUEUE          |                     | 2020-06-15T15:14:45 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110503-8-W  |        None       |
| None |    0072NNQ    |          XACTNET.QUEUE          |                     | 2020-06-16T07:35:30 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110632-8-W  |        None       |
| None |    00761R5    |          XACTNET.QUEUE          |                     | 2020-08-11T15:22:02 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003118844-8-W  |        None       |
| None |    006R1QL    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:08:41 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  005043848-8-X  |        None       |
| None |    007B9VG    |         ACSC.TEST.STAFF         |                     | 2020-09-25T10:14:58 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003121738-8-W  |        None       |
| None |    006YHQP    |         ACSC.TEST.STAFF         |                     | 2020-04-24T12:28:48 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003103545-8-W  |        None       |
| None |    006W2BW    |          XACTNET.QUEUE          |                     | 2020-04-03T14:41:54 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003101376-8-W  |        None       |
| None |    006VT1W    |           ACSC.TEST.PT          |       TORRES.P      | 2020-05-19T12:16:18 |     File Closed      |   ClaimRep   |     None     |   Office   | 714-850-8048 |           |  003100324-8-W  |        None       |
| None |    00723D2    |         ACSC.TEST.STAFF         |                     | 2020-06-04T13:41:41 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003108199-8-W  |        None       |
| None |    006MF2P    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:04:56 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  005038236-8-X  |        None       |
| None |    00731C5    |          XACTNET.QUEUE          |                     | 2020-06-22T08:45:57 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111836-8-W  |        None       |
| None |    00701BB    |          XACTNET.QUEUE          |                     | 2020-05-07T05:44:30 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |      4-4-4      |        None       |
| None |    00731BZ    |          XACTNET.QUEUE          |                     | 2020-06-22T08:45:44 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111814-8-W  |        None       |
| None |    0073B94    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:33:37 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003113299-8-W  |        None       |
| None |    0071PPD    |          XACTNET.QUEUE          |                     | 2020-05-29T15:49:01 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003106561-8-W  |        None       |
| None |    0072LWK    |          XACTNET.QUEUE          |                     | 2020-06-15T10:05:32 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110273-8-W  |        None       |
| None |    00731CV    |          XACTNET.QUEUE          |                     | 2020-06-22T08:46:27 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111965-8-W  |        None       |
| None |    007C9KV    |         ACSC.TEST.STAFF         |                     | 2020-10-14T13:34:26 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123264-8-W  |        None       |
| None |    0072HQW    |          XACTNET.QUEUE          |                     | 2020-06-12T13:47:54 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110072-8-W  |        None       |
| None |    006YC15    |          XACTNET.QUEUE          |                     | 2020-04-23T11:31:14 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003103362-8-W  |        None       |
| None |    00731BC    |          XACTNET.QUEUE          |                     | 2020-06-22T08:45:14 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111726-8-W  |        None       |
| None |    006VXP8    |           ACSC.TEST.LG          |                     | 2020-04-01T10:27:58 | Notification Pending |   ClaimRep   |     None     |   Office   | 714-898-1122 |           |  003099942-8-W  |        None       |
| None |    007286K    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:30:13 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003108845-8-W  |        None       |
| None |    006VZTZ    |           ACSC.TEST.PT          |                     | 2020-04-02T11:37:01 |       Notified       |   ClaimRep   |     None     |   Office   | 714-850-8048 |           |  003099942-8-W  |        None       |
| None |    0073QGQ    |          XACTNET.QUEUE          |                     | 2020-07-06T10:52:32 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003114042-8-W  |        None       |
| None |    0072CFF    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:30:41 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003109409-8-W  |        None       |
| None |    00733X0    |           ACSC.TEST.PT          |                     | 2020-06-23T08:30:42 | Notification Pending |   ClaimRep   |     None     |   Office   | 714-850-8048 |           |  003112614-8-W  |        None       |
| None |    00701PS    |         ACSC.TEST.STAFF         |                     | 2020-05-07T10:24:43 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003104710-8-W  |        None       |
| None |    006QGRY    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:08:13 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  005043450-8-X  |        None       |
| None |    0071YLR    |          XACTNET.QUEUE          |                     | 2020-06-02T09:49:40 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003107579-8-W  |        None       |
| None |    006ZZSV    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:23:17 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003104565-8-W  |        None       |
| None |    00734QD    |          XACTNET.QUEUE          |                     | 2020-06-23T14:30:46 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003112866-8-W  |        None       |
| None |    0072HTG    |          XACTNET.QUEUE          |                     | 2020-06-12T14:24:21 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110094-8-W  |        None       |
| None |    0075NPJ    |         ACSC.TEST.STAFF         |                     | 2020-08-06T12:18:59 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003117839-8-W  |        None       |
| None |    0075L7V    |          XACTNET.QUEUE          |                     | 2020-08-05T08:37:20 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003117399-8-W  |        None       |
| None |    006XHMK    |         ACSC.TEST.STAFF         |                     | 2020-04-16T11:12:25 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003102587-8-W  |        None       |
| None |    0070GLP    |          XACTNET.QUEUE          |                     | 2020-05-12T14:05:31 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003105323-8-W  |        None       |
| None |    007CBT3    |         ACSC.TEST.STAFF         |                     | 2020-10-15T15:15:06 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123428-8-W  |        None       |
| None |    006NWCH    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:05:31 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  005038815-8-X  |        None       |
| None |    0075JN5    |         ACSC.TEST.STAFF         |                     | 2020-08-04T10:58:32 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003117265-8-W  |        None       |
| None |    00734T1    |          XACTNET.QUEUE          |                     | 2020-06-23T15:21:07 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003112922-8-W  |        None       |
| None |    00734Y4    |          XACTNET.QUEUE          |                     | 2020-06-23T17:06:21 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003113009-8-W  |        None       |
| None |    00710RR    |         ACSC.TEST.STAFF         |                     | 2020-05-18T09:15:48 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003105817-8-W  |        None       |
| None |    0073181    |          XACTNET.QUEUE          |                     | 2020-06-22T08:43:26 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111403-8-W  |        None       |
| None |    0070GTG    |          XACTNET.QUEUE          |                     | 2020-05-12T15:20:55 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003105359-8-W  |        None       |
| None |    007319B    |          XACTNET.QUEUE          |                     | 2020-06-22T08:44:24 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111573-8-W  |        None       |
| None |    007C977    |         ACSC.TEST.STAFF         |                     | 2020-10-14T09:38:57 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123208-8-W  |        None       |
| None |    0073B50    |          XACTNET.QUEUE          |                     | 2020-06-26T12:06:33 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003113205-8-W  |        None       |
| None |    00721CR    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:28:21 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003107978-8-W  |        None       |
| None |    0072NXG    |          XACTNET.QUEUE          |                     | 2020-06-16T09:35:17 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110751-8-W  |        None       |
| None |    00734Q1    |          XACTNET.QUEUE          |                     | 2020-06-23T14:26:56 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003112859-8-W  |        None       |
| None |    00714R0    |          XACTNET.QUEUE          |                     | 2020-05-19T16:43:06 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003106060-8-W  |        None       |
| None |    0072RBR    |          XACTNET.QUEUE          |                     | 2020-06-17T09:17:42 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111294-8-W  |        None       |
| None |    007BSLB    |         ACSC.TEST.STAFF         |                     | 2020-10-06T14:12:55 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003122541-8-W  |        None       |
| None |    0079VW6    |          XACTNET.QUEUE          |                     | 2020-09-22T16:06:26 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003121287-8-W  |        None       |
| None |    0070KDK    |          XACTNET.QUEUE          |                     | 2020-05-13T15:34:13 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003105551-8-W  |        None       |
| None |    007BV36    |          XACTNET.QUEUE          |                     | 2020-10-07T14:29:25 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003122650-8-W  |        None       |
| None |    0072LTW    |          XACTNET.QUEUE          |                     | 2020-06-15T09:39:58 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110254-8-W  |        None       |
| None |    007BG8N    |         ACSC.TEST.STAFF         |       TORRES.P      | 2020-10-01T00:00:01 |      Contacted       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003098244-8-W  |        None       |
| None |    0073CGZ    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:33:51 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003113390-8-W  |        None       |
| None |    007C6DC    |           ACSC.TEST.PT          |                     | 2020-10-13T14:06:59 | Notification Pending |   ClaimRep   |     None     |   Office   | 714-850-8048 |           |  003123127-8-W  |        None       |
| None |    006HMQL    |         ACSC.TEST.STAFF         |       TORRES.P      | 2020-05-12T14:36:53 |     QA Approved      |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  005035803-8-X  |        None       |
| None |    00733X0    |           ACSC.TEST.PT          |                     | 2020-06-23T09:21:59 |      Delivered       |   ClaimRep   |     None     |   Office   | 714-850-8048 |           |  003112614-8-W  |        None       |
| None |    0072NMP    |          XACTNET.QUEUE          |                     | 2020-06-16T07:20:22 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110622-8-W  |        None       |
| None |    0071GMN    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:27:33 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003106814-8-W  |        None       |
| None |    0072R31    |          XACTNET.QUEUE          |                     | 2020-06-17T07:29:13 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111227-8-W  |        None       |
| None |    006Y6QR    |         ACSC.TEST.STAFF         |                     | 2020-04-22T08:31:23 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003103171-8-W  |        None       |
| None |    007BNJ9    |          XACTNET.QUEUE          |                     | 2020-10-02T07:36:10 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003122286-8-W  |        None       |
| None |    007C2V9    |         ACSC.BETA.ONLINE        |       NGBOARDE      | 2020-10-12T13:21:32 |  Reviewer Assigned   |   ClaimRep   |     None     |   Office   | 801-932-8267 |           |  003122810-8-W  |        None       |
| None |    0075JK2    |          XACTNET.QUEUE          |                     | 2020-08-04T09:31:55 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003117211-8-W  |        None       |
| None |    0075L8X    |         ACSC.TEST.STAFF         |                     | 2020-08-05T08:47:39 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003117401-8-W  |        None       |
| None |    006Y3XN    |          ACSC.TEST.DP5          |                     | 2020-04-21T14:02:48 | Notification Pending |   ClaimRep   |     None     |    None    |     None     |    None   |  003103079-8-W  |        None       |
| None |    007C6DP    |         ACSC.TEST.STAFF         |                     | 2020-10-15T14:33:28 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123130-8-W  |        None       |
| None |    00734S1    |          XACTNET.QUEUE          |                     | 2020-06-23T15:04:17 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003112901-8-W  |        None       |
| None |    007CBKQ    |         ACSC.TEST.STAFF         |                     | 2020-10-15T14:34:08 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123328-8-W  |        None       |
| None |    007B187    |           TEST.XNA.GL           |                     | 2020-09-23T07:32:41 |      Delivered       |   ClaimRep   |     None     |    None    |     None     |    None   |  003121504-8-W  |        None       |
| None |    0072NMV    |          XACTNET.QUEUE          |                     | 2020-06-16T07:23:34 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110624-8-W  |        None       |
| None |    007BG89    |         ACSC.TEST.STAFF         |       TORRES.P      | 2020-10-01T00:00:01 |    Site Inspected    |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003121972-8-W  |        None       |
| None |    007C6R6    |           ACSC.TEST.PT          |                     | 2020-10-13T15:57:01 |       Notified       |   ClaimRep   |     None     |   Office   | 714-850-8048 |           |  003123153-8-W  |        None       |
| None |    0072NRY    |          XACTNET.QUEUE          |                     | 2020-06-16T08:26:30 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110666-8-W  |        None       |
| None |    00786YR    |          XACTNET.QUEUE          |                     | 2020-09-08T18:50:04 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |      334988     |        None       |
| None |    007BSM5    |          ACSC.TEST.DP5          |                     | 2020-10-06T14:25:45 | Notification Pending |   ClaimRep   |     None     |    None    |     None     |    None   |  003122544-8-W  |        None       |
| None |    0076JDG    |          XACTNET.QUEUE          |                     | 2020-08-18T10:37:25 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  005045199-8-X  |        None       |
| None |    0073199    |          XACTNET.QUEUE          |                     | 2020-06-22T08:44:22 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111571-8-W  |        None       |
| None |    007316V    |          XACTNET.QUEUE          |                     | 2020-06-22T08:42:28 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111341-8-W  |        None       |
| None |    00786FW    |          XACTNET.QUEUE          |                     | 2020-09-08T12:54:38 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |      862342     |        None       |
| None |    00728J0    |         ACSC.TEST.STAFF         |                     | 2020-06-08T18:40:37 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003108907-8-W  |        None       |
| None |    0073B5H    |         ACSC.TEST.STAFF         |                     | 2020-06-26T12:40:37 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003113228-8-W  |        None       |
| None |    006XHLC    |         ACSC.TEST.STAFF         |                     | 2020-09-29T14:47:40 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003102586-8-W  |        None       |
| None |    0072NPP    |          XACTNET.QUEUE          |                     | 2020-06-16T07:49:03 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110639-8-W  |        None       |
| None |    007674V    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:01:48 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003119221-8-W  |        None       |
| None |    006N9X4    |         ACSC.TEST.STAFF         |                     | 2020-09-29T14:22:47 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003097993-8-W  |        None       |
| None |    006Y6LK    |          ACSC.TEST.DP5          |                     | 2020-04-22T07:20:30 | Notification Pending |   ClaimRep   |     None     |    None    |     None     |    None   |  003103159-8-W  |        None       |
| None |    007BG8P    |         ACSC.TEST.STAFF         |       TORRES.P      | 2020-10-01T14:49:42 |  Estimate Received   |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003121978-8-W  |        None       |
| None |    007BTPQ    |          XACTNET.QUEUE          |                     | 2020-10-07T11:22:18 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003122613-8-W  |        None       |
| None |    007C2V9    |         ACSC.BETA.ONLINE        |       NGBOARDE      | 2020-10-12T13:18:40 |  Estimate Received   |   ClaimRep   |     None     |   Office   | 801-932-8267 |           |  003122810-8-W  |        None       |
| None |    0071WB3    |          ACSC.TEST.DP5          |                     | 2020-06-01T16:17:18 | Notification Pending |   ClaimRep   |     None     |    None    |     None     |    None   |  003107536-8-W  |        None       |
| None |    007BG67    |         ACSC.TEST.STAFF         |                     | 2020-09-29T11:28:00 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003121854-8-W  |        None       |
| None |    006Q7F6    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:07:59 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  005042894-8-X  |        None       |
| None |    006YY4W    |         ACSC.TEST.STAFF         |                     | 2020-05-01T10:28:19 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003104023-8-W  |        None       |
| None |    007B17X    |           TEST.XNA.GL           |                     | 2020-09-23T06:58:04 | Notification Pending |   ClaimRep   |     None     |    None    |     None     |    None   |  003121500-8-W  |        None       |
| None |    0072NMT    |          XACTNET.QUEUE          |                     | 2020-06-16T07:22:42 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110623-8-W  |        None       |
| None |    007B9VG    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:03:25 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003121738-8-W  |        None       |
| None |    00728J2    |         ACSC.TEST.STAFF         |                     | 2020-06-08T18:42:26 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003108908-8-W  |        None       |
| None |    0072NS4    |          XACTNET.QUEUE          |                     | 2020-06-16T08:34:11 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110670-8-W  |        None       |
| None |    007CDL3    |         ACSC.TEST.STAFF         |                     | 2020-10-16T15:51:52 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123611-8-W  |        None       |
| None |    006NHDT    |         ACSC.TEST.STAFF         |                     | 2020-09-29T14:23:31 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003098087-8-W  |        None       |
| None |    006XBT9    |         ACSC.TEST.STAFF         |                     | 2020-04-14T12:52:03 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003102356-8-W  |        None       |
| None |    0072R8D    |          XACTNET.QUEUE          |                     | 2020-06-17T08:51:02 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111273-8-W  |        None       |
| None |    0076JD9    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:09:23 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  005045172-8-X  |        None       |
| None |    006XCJG    |           ACSC.TEST.PT          |                     | 2020-04-14T14:51:33 |      Reassigned      |   ClaimRep   |     None     |   Office   | 714-850-8048 |           |  003102387-8-W  |      006XCJ9      |
| None |    007141T    |         ACSC.TEST.STAFF         |                     | 2020-05-19T13:03:15 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003105986-8-W  |        None       |
| None |    0072P5T    |          XACTNET.QUEUE          |                     | 2020-06-16T11:21:28 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110870-8-W  |        None       |
| None |    0075L6Z    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:01:00 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003117388-8-W  |        None       |
| None |    0072NPH    |          XACTNET.QUEUE          |                     | 2020-06-16T07:47:16 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110637-8-W  |        None       |
| None |    0073KBX    |          XACTNET.QUEUE          |                     | 2020-07-01T14:12:07 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003113634-8-W  |        None       |
| None |    00716RC    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:26:33 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003106264-8-W  |        None       |
| None |    00732JL    |         ACSC.TEST.STAFF         |                     | 2020-06-22T15:44:16 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003112558-8-W  |        None       |
| None |    007CGJ6    |         ACSC.TEST.STAFF         |                     | 2020-10-20T13:44:01 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123821-8-W  |        None       |
| None |    0074YXV    |          XACTNET.QUEUE          |                     | 2020-07-27T08:23:46 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003115900-8-W  |        None       |
| None |    007318X    |          XACTNET.QUEUE          |                     | 2020-06-22T08:44:05 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111528-8-W  |        None       |
| None |    007BRDW    |          XACTNET.QUEUE          |                     | 2020-10-05T11:03:53 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003122404-8-W  |        None       |
| None |    006VT1W    |           ACSC.TEST.PT          |       TORRES.P      | 2020-05-19T00:00:01 |    Site Inspected    |   ClaimRep   |     None     |   Office   | 714-850-8048 |           |  003100324-8-W  |        None       |
| None |    007CKFD    |         ACSC.TEST.STAFF         |                     | 2020-10-22T09:21:41 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123945-8-W  |        None       |
| None |    0072HCQ    |          XACTNET.QUEUE          |                     | 2020-06-12T11:11:47 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003109961-8-W  |        None       |
| None |    0073475    |          XACTNET.QUEUE          |                     | 2020-06-23T10:04:09 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003112654-8-W  |        None       |
| None |    0073LML    |         ACSC.TEST.STAFF         |                     | 2020-07-02T08:46:27 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003113756-8-W  |        None       |
| None |    0072NSV    |          XACTNET.QUEUE          |                     | 2020-06-16T08:56:32 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110703-8-W  |        None       |
| None |    0073B5D    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:33:30 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003113224-8-W  |        None       |
| None |    007BG89    |         ACSC.TEST.STAFF         |                     | 2020-09-29T11:49:35 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003121972-8-W  |        None       |
| None |    00732PT    |         ACSC.TEST.STAFF         |                     | 2020-06-22T16:40:18 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003112578-8-W  |        None       |
| None |    00703B1    |         ACSC.TEST.STAFF         |                     | 2020-05-08T09:50:00 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003104877-8-W  |        None       |
| None |    0075L6W    |         ACSC.TEST.STAFF         |                     | 2020-08-05T08:13:36 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003117387-8-W  |        None       |
| None |    007CFPQ    |         ACSC.TEST.STAFF         |                     | 2020-10-19T10:00:00 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123673-8-W  |        None       |
| None |    006XFGD    |          XACTNET.QUEUE          |                     | 2020-04-15T11:40:31 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  005044418-8-X  |        None       |
| None |    007CGLB    |         ACSC.TEST.STAFF         |                     | 2020-10-20T14:22:07 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123844-8-W  |        None       |
| None |    0073LMS    |         ACSC.TEST.STAFF         |                     | 2020-09-30T08:59:33 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003113758-8-W  |        None       |
| None |    006ZNL4    |          XACTNET.QUEUE          |                     | 2020-05-04T22:56:48 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |    CLM-12872    |        None       |
| None |    006YLN9    |           ACSC.TEST.PT          |                     | 2020-04-27T08:46:32 | Notification Pending |   ClaimRep   |     None     |   Office   | 714-850-8048 |           | 003103435-8-WWF |        None       |
| None |    0072RCQ    |          XACTNET.QUEUE          |                     | 2020-06-17T09:38:55 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111309-8-W  |        None       |
| None |    00749PP    |         ACSC.TEST.STAFF         |                     | 2020-09-30T08:59:48 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003114989-8-W  |        None       |
| None |    00731C4    |          XACTNET.QUEUE          |                     | 2020-06-22T08:45:55 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111835-8-W  |        None       |
| None |    0070395    |         ACSC.TEST.STAFF         |                     | 2020-05-08T09:40:59 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003104873-8-W  |        None       |
| None |    0071GBK    |         ACSC.TEST.STAFF         |                     | 2020-05-26T13:02:16 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003106734-8-W  |        None       |
| None |    006Y7CC    |         ACSC.TEST.STAFF         |                     | 2020-09-29T14:51:54 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003103205-8-W  |        None       |
